N,P,K,temperature,humidity,ph,rainfall,label
103,115,108,40.2685846309336,93.89064542352511,6.890799101535253,215.06223068552984,chickpea
119,41,76,32.100586806565104,79.41220016677642,5.746612218322532,39.29803102282126,coffee
50,33,44,39.09626638327565,91.96175784301417,4.236864691074403,86.05368968662273,banana
89,114,168,12.612519204520872,92.87576943556351,8.71937817237277,165.27465599530018,mungbean
52,141,184,37.14822588243622,64.33493785571251,4.1856038003341265,136.06128357701576,banana
89,79,42,20.814801791540567,41.22578817066049,7.9250074886584905,146.621023449146,papaya
107,29,203,14.123992744835032,13.049124422193549,5.368839026796545,238.53879811290454,pomegranate
113,53,203,44.09502868026198,51.30900892153117,6.843832213340288,260.9769650094055,orange
62,108,53,19.08504873535965,37.89432336417498,5.883908692745587,139.5008934942898,mungbean
61,36,162,15.055445664555663,13.28947010632854,6.332401670659996,178.15551731353258,mungbean
17,5,82,34.420190392223645,57.48829571303072,6.706735347543481,154.70462554852406,orange
62,136,133,20.37142401848784,16.79530274235003,8.019477324484704,96.24451932168384,rice
109,128,91,44.220463117790565,85.58099735109136,8.701962560069141,134.2356587021565,lentil
56,71,191,26.70379152692325,63.55440817303786,5.5356274753771455,179.4441849737801,coffee
50,101,96,16.81276289872888,18.949725348341065,4.959033145996725,222.23474091958457,mungbean
119,50,148,22.695790595882826,70.12766229135815,4.729905772494925,102.08136447308371,cotton
6,78,11,35.22847068825209,86.33152859201951,4.236661337976251,265.40434124508226,apple
28,86,6,41.69308813099124,66.2285143938926,5.51519514289901,251.03005279834474,jute
118,144,24,31.09350959041796,46.84704869721164,6.812283085111881,142.1154281578887,watermelon
98,90,112,13.184187503358745,88.16211783081215,6.424587189497082,270.47462353034564,chickpea
127,118,119,26.9609332676311,76.7518249805799,7.693075118965426,132.71401220715455,coconut
21,8,158,27.450536745199376,25.451135726347317,5.133843959116214,25.149389433290686,lentil
127,89,46,29.33110959402738,34.66496986184854,6.825068015094761,202.39770873852197,kidneybeans
121,80,91,11.943413014760951,22.60166847944041,5.082102815807699,94.61955014384702,lentil
97,16,57,14.488737309067634,92.29707513324638,6.0126231493524385,127.27878790985929,blackgram
121,50,68,21.09324093276623,96.27644595818985,4.606225524073779,45.29434896173021,chickpea
114,30,33,22.403937719553134,35.98243630936299,5.634036298789695,221.33285345158873,lentil
38,58,102,22.67602680292601,95.86782428856698,4.310007664527242,155.45138374107557,lentil
35,85,194,43.34374357076872,23.92049267949126,7.239995305429945,152.7864464361035,mothbeans
72,44,21,23.273361372449834,73.44329947200578,7.089716349608928,148.71082357311673,chickpea
34,135,112,33.703769421613785,34.49306235069665,7.041384001214523,121.0726911432075,grapes
43,53,193,37.230501675298676,72.15042092010765,6.627804004481416,44.27745932141141,rice
79,87,12,31.64112725736769,78.31322609849649,7.844619975638832,198.42484234105632,rice
24,93,16,16.184749347325283,98.89012071969823,9.16435603811968,31.03950718318165,orange
9,20,203,44.97607948393589,60.02259232934617,6.339260708488,107.5993598215645,mothbeans
78,121,11,19.00191327278438,93.19565758388774,9.326349470992206,284.3946169517615,banana
81,120,171,24.840316346337776,57.0191118464052,7.367279903754933,202.0468581241039,lentil
107,49,102,40.7449391913614,57.72386193714102,6.14619297048897,133.25592591091822,rice
38,19,124,27.961177817887478,81.16508483550672,5.412515017592419,195.24958540236256,watermelon
15,112,130,23.447725109032007,51.57485655180288,9.442047880050662,20.06650660124768,mungbean
12,22,164,42.505826648734356,16.302673517272392,3.5569126017709882,34.751474073624,grapes
61,20,188,18.05241792955315,45.845864557807204,4.05019601066858,114.18372987195818,cotton
83,137,69,16.834754393427186,19.94267018182552,5.627732945844659,100.42691766314289,blackgram
67,41,157,18.25882889078062,91.93051918517808,3.7706040633219393,50.65092763015224,kidneybeans
120,92,200,16.075393851007377,95.49650655552028,8.218070086493313,45.035080647432665,jute
38,67,50,30.229542518361328,91.33515704577434,9.435109458880154,228.13879041021477,orange
3,63,76,42.88107564299965,68.46819840931316,7.1464207692731545,163.5527830846224,banana
73,111,61,16.157989735596487,26.779443592982908,8.17750684140052,118.03507256668442,pomegranate
4,58,51,16.003988852352478,56.6434330008753,7.083644434582046,167.00882024087508,cotton
122,86,66,44.8644237048488,90.76925332415834,6.280284489293719,194.42246722183324,jute
124,93,77,41.112093325430074,87.41141347761314,6.244592586642244,129.52753450250634,maize
122,33,141,9.64193655072976,86.6974180012307,3.7125342105112704,112.13438230356388,mango
24,9,143,11.218510116722175,46.760789176362884,5.736131102073884,92.73105945289134,mungbean
132,94,150,10.998709988582974,29.81648817548302,7.5995525819575755,41.316640657284054,jute
80,118,44,40.667531958086066,56.4471118399255,8.93908231666748,179.96930373748074,maize
39,102,44,28.93208266784427,34.03254431524792,8.771779918130948,243.27928604993986,jute
91,101,63,40.089885435512684,73.75266790435313,8.522079970182032,215.2920092673994,coffee
99,11,137,40.592218090360355,88.46591749707088,3.675483698207355,251.22869015813356,rice
137,111,185,35.50980548278949,24.46839064434774,8.407802144714374,252.99756982816774,papaya
11,43,198,18.620410927471774,65.5234226538168,9.38711706816454,196.90778756466713,orange
97,92,113,36.85427962059231,19.628257494426258,8.066167415012167,171.55464202931088,kidneybeans
62,64,83,42.48503990387064,19.225875519161132,9.123370923418706,212.60800224422775,maize
67,21,16,10.491972254344553,62.39534141586459,5.57529834171774,193.8563449748936,mango
49,18,196,33.01393351590991,50.136247630928935,7.385441860411445,186.43084058399268,coffee
6,33,143,38.39597905407531,43.46501763148521,8.412713860142562,90.70244991274703,mungbean
25,33,8,23.768708182730997,50.62483218967079,4.481742927150015,242.54667364998022,mothbeans
74,120,36,11.04809868778618,71.24493718672417,7.427067285686811,96.51266755949861,mothbeans
80,130,188,23.996387638576273,94.9254328150839,6.018363901556734,198.78726534594395,mungbean
5,135,5,19.867481396210714,75.19804053527052,7.975022072185785,76.10056019363954,maize
24,28,16,28.821760594705157,52.43792140922614,6.759396834739749,64.58880671819405,coconut
92,57,12,36.52410825182992,86.03049053051988,8.066143945657993,195.3416900567963,kidneybeans
23,64,126,30.816061637267307,81.68835618785587,6.3891341090753,52.846292909470456,pomegranate
16,130,88,23.92131811128012,28.047225403030303,6.449567280448621,37.97850238103754,cotton
116,134,92,24.030129711951258,98.59162666626135,4.397483856005395,150.08760705802683,muskmelon
63,86,114,44.06389451921552,74.96988651342416,7.441903145386958,231.97659493114253,lentil
101,140,15,25.77875704853967,19.44371605763574,4.952270095175165,296.265526114801,cotton
79,58,90,15.782934456998138,41.141491088035565,8.154828414757736,283.5465011850682,pigeonpeas
96,6,37,40.6537389753252,17.425768099637914,8.447084281381002,120.18437825991599,banana
102,107,94,33.51020385807883,82.05280291981745,4.700901465468861,66.89512303253953,mango
48,108,65,34.13960188001534,12.842753034307783,9.117273477462138,34.551959422412274,mango
40,118,12,43.05196711734843,66.2774194192553,8.200536355649689,191.43223604672423,cotton
126,11,88,28.46105374590246,63.77282763687371,8.202995320513171,154.65307280571577,chickpea
126,45,192,35.06881230494728,17.34669838275306,3.862112503943383,89.188905522841,coffee
24,49,126,20.173645199142502,52.31643334269986,7.965674393569733,264.1131781124739,orange
52,36,55,13.981884133431699,11.87750253623843,7.419578115423981,113.0480950994305,mango
55,109,63,32.06205039483666,27.958820583623062,7.5813694545877475,40.215554514169234,pomegranate
96,139,80,14.445153453395385,96.47024963382792,5.995444196881644,256.94868176533384,mothbeans
36,8,112,36.40578385847087,55.4360393703716,6.759803140179731,163.918842986443,pigeonpeas
104,121,102,26.006750832714005,88.60809142734945,8.90421118406755,138.0818595245675,coconut
114,129,16,22.202344619108462,51.92315263182237,8.515988382687256,86.02178630857875,pigeonpeas
25,12,104,41.63420326462872,26.171479798321776,4.925259949543266,291.9906263316591,lentil
118,41,73,10.55791308890492,49.34488499351439,4.084360355321313,133.40582374249004,banana
13,88,134,11.524675794321173,68.69109209773941,5.372888340178682,131.7328649183911,coconut
4,49,155,24.790213031194654,31.244541701181756,3.940980483980076,67.53221342451141,coffee
92,14,80,38.668684537656546,48.779877129562536,4.992285635525779,192.8005962491284,lentil
0,61,68,21.292277672901086,44.14227309301814,7.133228945869297,119.88497485120047,mungbean
48,124,48,24.515639920965665,87.7794559906752,6.8488414975631775,171.1736350606195,cotton
113,82,134,12.549919915596188,30.801782118488195,3.8101810234491618,199.20083071433584,mungbean
34,63,73,11.82243141358858,62.62036303983299,7.629247195199572,131.26611677003228,lentil
42,130,54,44.004616678602815,62.21010067259213,5.025347479384959,166.0844130581397,jute
37,88,155,9.109022825289085,37.713694743207185,7.72808457641988,76.51896659442554,lentil
118,12,89,11.474326484208481,70.53419064026136,6.162501315827427,263.07983122570147,blackgram
85,38,197,39.01026571698008,95.0152797526621,7.599488169737874,159.20893392235965,pomegranate
25,140,51,29.1125606256367,12.734835372715317,9.085692173041867,213.06749028883712,banana
32,5,151,42.8123881845084,84.41549953406897,7.501829101945444,181.61186627928947,jute
62,77,165,23.055594546746214,88.36781053035332,8.19431290434964,178.764553076267,cotton
67,102,129,36.31206198856403,93.31073477926407,6.129034078471926,272.3851818847644,coffee
22,87,113,38.2598659984758,20.81881498335476,6.766934587765097,21.61242493947404,papaya
64,80,203,28.847240311892975,44.23777338095179,6.79099832990886,187.01593299591804,grapes
34,106,15,30.32759795511098,70.13915186995146,7.216942076057687,149.77833226416027,maize
2,89,30,43.20470670764167,86.24506252353167,8.98541909570882,247.8545607294842,blackgram
11,137,52,29.466377661411293,58.02422920541906,7.147430556760668,234.1673132317959,maize
69,50,112,43.354376750332584,11.640932440872547,4.674667914101277,22.117604993879795,banana
46,121,128,43.32242111123237,68.92237732882134,5.780447053623232,75.20315544040565,banana
18,38,82,25.977255089894047,33.109891094845715,5.209237411771537,106.04119017936024,blackgram
34,140,148,11.316174548732858,74.58722073177665,5.899431240824937,293.4830668255221,maize
89,93,98,14.702525932783171,71.30060685684845,4.588630086173762,167.04574742677684,apple
70,60,174,14.853452522254157,92.59772402542396,6.047164551178171,44.370909524544416,watermelon
53,133,176,9.606263715628309,66.98362380346201,9.208420053239943,188.45130964097274,muskmelon
117,25,141,37.368522464079106,68.19453220805741,4.548640656964263,121.01630535096795,blackgram
71,53,158,17.458864918943075,37.185445165131554,7.891748405513807,258.3287930387758,mungbean
88,73,179,16.703716637673438,88.23336621859472,6.337351793799093,169.90026851594504,chickpea
36,15,142,17.50470236289145,66.88139374183766,3.850727684651323,59.69683018758852,mungbean
63,39,11,33.72034849976097,46.38868912938629,6.069197689553689,220.92737438428935,chickpea
23,50,23,30.319118177894772,40.35044194798783,8.933148753978044,236.3343636858271,pomegranate
35,101,168,15.099091014593487,39.10344059039687,4.859938413361928,119.39896563294245,muskmelon
12,53,64,10.50166485291195,82.03208570401254,4.902272491462599,171.20333608926296,kidneybeans
49,71,48,20.000348865268897,39.97017217523781,7.516921731189141,298.3590211419269,kidneybeans
1,106,39,35.03406887885211,51.86850510553463,3.8608540556047113,177.44310844581474,pigeonpeas
35,81,35,35.92899933781136,25.343014435652577,5.956867118031223,138.35295175093307,coffee
54,16,149,19.131565009070435,98.31127369098735,6.349319261037312,127.10735846832232,mothbeans
22,96,119,13.639392493225445,99.32351519425377,9.062005807545772,171.18799647855667,grapes
120,34,153,11.438378342037428,33.13425397888719,8.22741192975359,262.1121337693913,watermelon
15,42,146,12.353014053521669,30.46215700864889,5.550047011381525,126.65466714307642,rice
1,79,71,22.688316131748486,50.24822864543521,7.1035660001637035,164.39023975501937,kidneybeans
85,64,105,22.468582233152453,55.10376992638088,5.883072664575266,171.125133252784,chickpea
34,138,71,37.23112614336127,37.42112251882367,3.985515698307513,132.83445005424522,coconut
65,95,134,16.273734076363517,96.15905991051285,6.938248573585096,281.16460733335134,orange
24,58,37,42.14201604899559,53.83557269370423,7.137517626505865,234.14674425283872,blackgram
124,135,173,38.53242839437602,69.96761972515358,4.230571466751648,153.90552645346023,apple
24,83,72,10.958719591294173,79.90512674245234,4.23221031274637,186.4014101572969,pigeonpeas
30,82,24,24.261932479417673,19.509821583556953,7.344957888141238,80.49069110268789,watermelon
129,64,155,13.62491956575998,15.521466439960134,8.184569516410638,148.74411865540964,cotton
129,130,15,35.90738114072293,65.75479762668289,5.284130289421033,140.49440970249793,maize
136,103,153,12.49124275862987,37.294763281083604,4.10627486606388,213.80517567435695,banana
96,8,8,44.87778359256014,83.25732425554169,7.1913166293860655,105.75101382025127,pigeonpeas
51,128,170,23.765085203943745,21.76393390661795,8.8196252914428,145.9397016699703,coffee
6,96,18,14.544824370322612,44.83708843020678,9.282933652894105,89.60247216018378,kidneybeans
61,83,153,36.130723455518996,22.339873515609916,6.7118607887155495,80.2565241648265,banana
81,143,195,26.475351894208877,33.941735020484266,4.395426667701057,55.615933552485885,papaya
33,56,116,35.282211863348586,52.84163164318899,5.755329710874616,130.4533579996099,pigeonpeas
41,25,46,41.007133490788675,95.98012178535355,8.22142031753177,108.31393080944356,maize
128,134,64,10.827423799207903,35.14309425412448,9.081913309026941,90.85636118421968,muskmelon
20,32,38,22.294909664387674,50.511198917778366,4.861788166192185,269.0294565160764,cotton
86,92,177,13.556253030230542,76.3690391849337,6.573331524876047,210.46377817833894,pomegranate
76,91,47,32.38431476553619,82.19175023148287,4.132205203716836,29.95984276995354,mothbeans
20,62,163,18.971816507643243,41.47329067712646,8.147921187087091,205.18377109971604,watermelon
27,55,190,11.640639039395701,69.42724477312044,8.086235973330416,94.21299993100112,watermelon
37,115,116,43.81082128926613,36.59002997296783,8.115338887028802,194.90579927919384,watermelon
48,40,130,17.646392097036912,16.232887565727395,9.258959108455574,153.91148248125864,grapes
113,14,153,12.633642106014603,52.69024989155925,4.183739808285903,156.08434083371117,coffee
94,36,36,32.2897084712656,21.528617172958,5.52960503596699,279.86341929129395,mango
58,82,128,22.38015354930434,24.731542131877134,5.142747845084639,279.92890919760157,mungbean
31,117,124,44.719369818110394,70.4309441405179,5.40153486406967,266.19522479939474,pomegranate
11,22,153,35.936551363612296,51.4485547546726,8.55199131734037,223.9773896052517,pigeonpeas
134,90,154,44.4327803624068,94.36492598474071,3.75904241478207,66.14814840424239,mungbean
28,31,54,15.89992055349486,55.52674236566461,8.5442181680672,225.18443253455015,watermelon
96,7,195,11.91943636466424,23.641243442890623,4.06254152387334,181.60837932051402,apple
24,132,115,13.95138243643661,60.223809263407034,8.37051330119426,227.6793772236204,chickpea
2,136,108,15.17629308890767,89.18348373477448,7.445361876668138,107.06010040211517,pigeonpeas
127,50,159,33.45171206555686,43.773391399839966,6.732174004058234,166.76456780332543,muskmelon
89,62,58,38.8091773658406,10.992845283621921,7.997272906813329,232.42938923108136,mango
19,79,148,13.508857862300452,37.50437939411934,8.759904570969203,298.9736145356292,chickpea
131,115,129,31.804511656736018,80.2359798532547,4.803254586147263,58.59041176458591,coffee
53,107,153,9.075641072726288,25.019660606938384,4.587915679553031,128.54860653011036,jute
16,123,75,25.79599692578658,67.80929733147048,3.88912156689781,182.39546047987676,mango
54,136,124,30.329043664068827,70.8821143503726,8.329933998084618,95.54980163590001,banana
59,53,67,10.851156327970253,15.269583631958128,5.505429912176365,239.77115359121092,maize
116,104,196,27.2509733459902,43.611633652975605,4.234260543951068,225.94156981651054,rice
62,120,117,30.134335880358336,76.20968028152708,9.490085068357697,281.27173277619613,mungbean
44,8,152,37.06910986896858,20.65025718310486,5.9594293381777295,255.14463997797282,lentil
74,107,141,43.16157185843189,28.264273081741198,6.893299789528642,294.3010802094874,apple
2,111,117,29.67497540096037,62.78311829698363,7.686023765120451,280.2927384051916,pomegranate
50,39,50,16.345029207252107,43.92227482627348,6.2703968816742925,154.6536802108595,muskmelon
73,9,104,12.93875897938992,17.254136238141218,7.867635841842591,159.00912265948392,mothbeans
128,28,61,8.260080541103909,15.155222596986102,4.8513422136109385,56.77783428057388,kidneybeans
56,35,88,32.307340781884164,96.09531589751121,3.913748098138527,35.97532192235121,kidneybeans
85,139,167,18.19765653112098,80.84139423414436,9.349007916686672,123.93798628919951,lentil
105,74,48,13.786126762927575,86.77806610632854,3.779003518640393,193.5158432558364,cotton
106,25,200,19.662012280602283,79.46719535634591,4.018547664575279,86.29960660718791,muskmelon
119,132,146,35.040375704287,98.31673814475221,5.039180374665487,203.16888841274084,grapes
48,119,93,43.04033154633275,97.06205600094476,4.5980926654083625,26.169844883301174,grapes
116,131,75,33.29890190635057,59.059497543462975,9.383100932006636,83.6746588411861,apple
27,47,173,37.29289957277401,59.39547910480528,7.177400965171695,83.3211744451834,coconut
97,69,78,14.133657986041204,95.11283323002542,8.599852228883972,207.32625445215032,orange
97,116,183,32.08601828458531,59.088868246621495,3.8736386352913135,163.50074165569288,papaya
58,142,103,9.922393369507931,80.76503794456298,4.708182692815846,92.41383376865086,cotton
19,131,72,35.99980571047949,56.744727355354364,4.729287644904275,265.79242188257143,mothbeans
115,96,18,16.835459821116956,50.61154097628893,9.40993793684525,236.1634933667973,watermelon
65,135,204,18.44994325140093,45.16555290522519,8.290065129345969,124.14114701672216,muskmelon
22,93,127,22.075540277779808,79.80506658327947,9.286859923404869,77.05460855575295,pomegranate
73,12,156,21.196826043245295,78.17336963104756,5.158650143500377,107.4577485279438,kidneybeans
136,51,147,41.8583325310606,57.9725980521526,4.447728937012088,214.85175308726468,mungbean
11,134,11,30.698506129649523,42.67906629706094,8.883118045787715,67.27917786975212,orange
128,12,105,35.107503683930815,83.8339756704076,5.378971968903694,243.60611626717034,lentil
109,23,36,12.352827561895033,76.57572988769866,5.418000994643268,296.7564770353814,watermelon
